ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
ni	ni	ni	CON	CON				n_i	n_i	662,36	377,64
tous	tus	tous	PRO:ind	PRO:ind,ADJ	m	p		t_u_s	t_ou_s	238,72	376,64
pris	pRi	prendre	VER	VER,ADJ	m		ind:pas:1s;ind:pas:2s;par:pas;par:pas;par:pas;	p_R_i	p_r_is	333,04	374,6
avais	avE	avoir	VER	AUX,VER			ind:imp:1s;ind:imp:2s;	a|v_E	a|v_ais	351,96	373,32
entre	@tR	entre	PRE	PRE,VER				@_t_R_#	en_t_r_e	833,99	372,72
mort	mOR	mort	NOM	ADJ,NOM,VER				m_O_R_#	m_o_r_t	373,99	372,07
même	mEm	même	ADJ	ADJ,ADV,PRO:ind		s		m_E_m_#	m_ê_m_e	705,81	369,32
comprends	k§pR@	comprendre	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:2s;	k_§|p_R_@_#	c_om|p_r_en_ds	103,18	368,53
travail	tRavaj	travail	NOM	NOM	m	s		t_R_a|v_a_j	t_r_a|v_a_il	223,99	367,43
venir	v°niR	venir	VER	VER			inf;	v_°|n_i_R	v_e|n_i_r	196,01	367,13
pu	py	pouvoir	VER	VER	m	s	par:pas;	p_y	p_u	349,32	366,22
dû	dy	devoir	VER	VER,ADJ,NOM	m	s	par:pas;	d_y	d_û	243,65	363,68
aider	ede	aider	VER	VER			inf;;inf;;inf;;inf;;	e|d_e	ai|d_er	60,41	362,77
ami	ami	ami	NOM	ADJ,NOM	m	s		a|m_i	a|m_i	140,14	360,9
aujourd'hui	oZuRd8i	aujourd'hui	ADV	ADV				o|Z_u_R|d_#_#_8_i	au|j_ou_r|d_'_h_u_i	158,24	360,17
toutes	tut	tout	ADJ	ADJ,ADJ:ind,PRO:ind	f	p		t_u_t_#	t_ou_t_es	535,34	358,34
famille	famij	famille	NOM	NOM	f	s		f_a|m_i_j_#	f_a|m_i_ll_e	241,69	357,75
petite	p°tit	petit	ADJ	ADJ,NOM	f	s		p_°|t_i_t_#	p_e|t_i_t_e	491,82	355,66
aurais	oRE	avoir	AUX	AUX,VER			cnd:pre:2s;	o|R_E	au|r_ais	236,35	354,36
pouvez	puve	pouvoir	VER	VER			ind:pre:2p;	p_u|v_e	p_ou|v_ez	53,11	353,43
vient	vj5	venir	VER	VER			ind:pre:3s;	v_j_5_#	v_i_en_t	206,22	352,24
était	etE	être	AUX	AUX,VER			ind:imp:3s;	e|t_E	é|t_ait	1497,84	350,91
tard	taR	tard	ADV	ADV,NOM				t_a_R_#	t_a_r_d	344,26	350,38
seule	s9l	seul	ADJ	ADJ,NOM	f	s		s_9_l_#	s_eu_l_e	318,85	349,74
tuer	t8e	tuer	VER	VER			inf;;inf;;inf;;inf;;	t_8_e	t_u_er	65,54	346,18
passer	pase	passer	VER	VER			inf;;inf;;inf;;	p_a|s_e	p_a|ss_er	288,78	345,68
hommes	Om	homme	NOM	NOM	m	p		#_O_m_#	h_o_mm_es	546,62	342,44
chercher	SERSe	chercher	VER	VER			inf;;inf;;inf;;	S_E_R|S_e	ch_e_r|ch_er	172,36	341,01
trouvé	tRuve	trouver	VER	VER,ADJ	m	s	par:pas;par:pas;par:pas;	t_R_u|v_e	t_r_ou|v_é	135,74	339,29
grand	gR@	grand	ADJ	ADJ,ADV,NOM	m	s		g_R_@_#	g_r_an_d	537,97	338,27
quelques	kElk	quelques	ADJ:ind	ADJ:ind		p		k_E_l_k_#	qu_e_l_qu_es	732,57	337,35
chance	S@s	chance	NOM	NOM		s		S_@_s_#	ch_an_c_e	114,05	334,02
tout	tu	tout	NOM	ADJ,ADJ:ind,ADV,NOM,PRO:ind	m	s		t_u_#	t_ou_t	281,01	330,6
idée	ide	idée	NOM	NOM	f	s		i|d_e_#	i|d_é_e	241,08	330,39
trouver	tRuve	trouver	VER	VER			inf;;inf;;inf;;inf;;	t_R_u|v_e	t_r_ou|v_er	192,7	324,94
reste	REst	rester	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	R_E_s_t_#	r_e_s_t_e	153,99	320,44
soit	swa	être	VER	ADV,CON,AUX,VER			sub:pre:3s;	s_wa_#	s_oi_t	167,03	319,65
mort	mOR	mourir	VER	ADJ,NOM,VER	m	s	par:pas;	m_O_R_#	m_o_r_t	93,65	318,84
mal	mal	mal	NOM	ADJ,ADV,NOM	m	s		m_a_l	m_a_l	185,14	318,27
yeux	j2	oeil	NOM	NOM	m	p		j_2_#	y_eu_x	955,68	315,89
sous	su	sous	PRE	NOM,PRE				s_u_#	s_ou_s	1032,7	315,49
contre	k§tR	contre	PRE	NOM,PRE,VER				k_§_t_R_#	c_on_t_r_e	591,15	313,71
pourrait	puRE	pouvoir	VER	VER			cnd:pre:3s;	p_u|R_E	p_ou|rr_ait	159,32	313,54
pendant	p@d@	pendant	PRE	ADJ,NOM,PRE,VER				p_@|d_@	p_en|d_ant	450,14	312,62
mois	mwa	mois	NOM	NOM	m			m_wa_#	m_oi_s	304,86	312,31
dites	dit	dire	VER	VER,ADJ	f	p	imp:pre:2p;ind:pre:2p;par:pas;	d_i_t_#	d_i_t_es	77,43	311,69
frère	fRER	frère	NOM	NOM	m	s		f_R_E_R_#	f_r_è_r_e	142,36	311,45
serait	s°RE	être	VER	AUX,VER			cnd:pre:3s;	s_°|R_E	s_e|r_ait	285,27	311,37
rester	REste	rester	VER	VER			inf;;inf;;inf;;inf;;	R_E_s|t_e	r_e_s|t_er	123,78	310,38
sang	s@	sang	NOM	NOM	m	s		s_@_#	s_an_g	205,2	304,3
venez	v°ne	venir	VER	VER			imp:pre:2p;ind:pre:2p;	v_°|n_e	v_e|n_ez	41,42	304,03
part	paR	part	NOM	NOM,VER		s		p_a_R_#	p_a_r_t	306,22	299,31
passé	pase	passer	VER	VER,ADJ,ADV,NOM	m	s	par:pas;par:pas;par:pas;par:pas;	p_a|s_e	p_a|ss_é	157,09	297,63
eux	2	eux	PRO:per	PRO:per	m	p		2_#	eu_x	504,26	295,35
histoire	istwaR	histoire	NOM	NOM	f	s		#_i_s|t_wa_R_#	h_i_s|t_oi_r_e	292,23	295,32
heures	9R	heure	NOM	NOM	f	p		#_9_R_#	h_eu_r_es	484,19	294,39
sommes	sOm	être	VER	NOM,VER,AUX			imp:pre:1p;ind:pre:1p;sub:pre:2s;	s_O_m_#	s_o_mm_es	130,95	293,82
question	kEstj§	question	NOM	NOM	f	s		k_E_s|t_j_§	qu_e_s|t_i_on	232,5	293,63
fini	fini	finir	VER	ADJ,VER	m	s	par:pas;	f_i|n_i	f_i|n_i	149,26	292,55
avons	av§	avoir	AUX	AUX,VER			ind:pre:1p;	a|v_§	a|v_ons	190	291,71
eau	o	eau	NOM	NOM	f	s		o	eau	417,84	290,61
longtemps	l§t@	longtemps	ADV	ADV				l_§_#|t_@_#	l_on_g|t_em_ps	335,54	290,36
gars	ga	gars	NOM	NOM	m			g_a_#	g_a_rs	59,26	289,63
demande	d°m@d	demander	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	d_°|m_@_d_#	d_e|m_an_d_e	208,18	289,34
porte	pORt	porte	NOM	NOM,VER	f	s		p_O_R_t_#	p_o_r_t_e	536,96	288,39
hé	e	hé	ONO	ONO				#_e	h_é	30	288,29
putain	pyt5	putain	NOM	NOM	f	s		p_y|t_5	p_u|t_ain	33,58	287,83
enfant	@f@	enfant	NOM	NOM		s		@|f_@	en|f_ant	381,96	287,26
main	m5	main	NOM	NOM		s		m_5	m_ain	788,72	286,62
sortir	sORtiR	sortir	VER	NOM,VER			inf;	s_O_R|t_i_R	s_o_r|t_i_r	145,34	285,45
trouve	tRuv	trouver	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	t_R_u_v_#	t_r_ou_v_e	163,78	284,45
belle	bEl	beau	ADJ	ADJ,NOM	f	s		b_E_l_#	b_e_ll_e	223,65	284,08
aurait	oRE	avoir	AUX	AUX,VER			cnd:pre:3s;	o|R_E	au|r_ait	491,15	282,17
vont	v§	aller	VER	VER			ind:pre:3p;	v_§	v_ont	116,62	281,35
beau	bo	beau	ADJ	ADJ,ADV,NOM	m	s		b_o	b_eau	270,07	281,23
type	tip	type	NOM	NOM	m	s		t_i_p_#	t_y_p_e	145,95	280,62
cas	ka	cas	NOM	NOM	m			k_a_#	c_a_s	217,36	280,59
place	plas	place	NOM	NOM,VER	f	s		p_l_a_s_#	p_l_a_c_e	437,97	280,54
seulement	s9l°m@	seulement	ADV	ADV				s_9|l_°|m_@	s_eu|l_e|m_ent	397,97	279,25
ville	vil	ville	NOM	NOM	f	s		v_i_l_#	v_i_ll_e	311,69	277,98
voici	vwasi	voici	PRE	PRE				v_wa|s_i	v_oi|c_i	97,3	277,59
leur	l9R	leur	PRO:per	PRO:per,PRO:pos		p		l_9_R	l_eu_r	415	277,53
salut	saly	salut	NOM	NOM,ONO	m	s		s_a|l_y_#	s_a|l_u_t	58,99	277,35
terre	tER	terre	NOM	NOM,VER	f	s		t_E_R_#	t_e_rr_e	420,88	276,29
truc	tRyk	truc	NOM	NOM	m	s		t_R_y_k	t_r_u_c	51,15	274,94
police	polis	police	NOM	NOM,VER	f	s		p_o|l_i_s_#	p_o|l_i_c_e	81,69	274,31
suite	s8it	suite	NOM	NOM	f	s		s_8_i_t_#	s_u_i_t_e	270,88	274,18
mettre	mEtR	mettre	VER	VER			inf;;inf;;inf;;inf;;	m_E_t_R_#	m_e_tt_r_e	230,2	271,05
enfin	@f5	enfin	ADV	ADV				@|f_5	en|f_in	440,27	265,83
laissez	lEse	laisser	VER	VER			imp:pre:2p;ind:pre:2p;	l_E|s_e	l_ai|ss_ez	31,42	265,61
matin	mat5	matin	NOM	NOM	m	s		m_a|t_5	m_a|t_in	376,89	265,03
chambre	S@bR	chambre	NOM	NOM,VER	f	s		S_@_b_R_#	ch_am_b_r_e	380,07	263,93
revoir	R°vwaR	revoir	NOM	NOM,VER	m	s		R_°|v_wa_R	r_e|v_oi_r	36,01	262,05
regardez	R°gaRde	regarder	VER	VER			imp:pre:2p;ind:pre:2p;	R_°|g_a_R|d_e	r_e|g_a_r|d_ez	30,95	261,81
êtes	Et	être	AUX	AUX,VER			ind:pre:2p;	E_t_#	ê_t_es	51,89	260,22
tué	t8e	tuer	VER	VER,ADJ,NOM	m	s	par:pas;	t_8_e	t_u_é	46,82	259,79
papa	papa	papa	NOM	NOM	m	s		p_a|p_a	p_a|p_a	77,16	259,01
entendu	@t@dy	entendre	VER	VER,ADJ	m	s	par:pas;	@|t_@|d_y	en|t_en|d_u	122,91	256,43
puis	p8i	puis	CON	VER,ADV,CON				p_8_i_#	p_u_i_s	836,42	256,19
mari	maRi	mari	NOM	NOM	m	s		m_a|R_i	m_a|r_i	118,38	254,92
ensemble	@s@bl	ensemble	ADV	ADV,NOM				@|s_@_b_l_#	en|s_em_b_l_e	145,07	253,47
mec	mEk	mec	NOM	NOM	m	s		m_E_k	m_e_c	50,41	252,94
juste	Zyst	juste	ADV	ADJ,ADV,NOM				Z_y_s_t_#	j_u_s_t_e	109,46	252,71
amis	ami	ami	NOM	ADJ,NOM	m	p		a|m_i_#	a|m_i_s	143,45	252,66
importe	5pORt	importer	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	5|p_O_R_t_#	im|p_o_r_t_e	151,08	251,39
peu	p2	peu	ADV	ADV,NOM				p_2	p_eu	563,58	250,97
côté	kote	côté	NOM	NOM	m	s		k_o|t_e	c_ô|t_é	497,43	250,51
corps	kOR	corps	NOM	NOM	m			k_O_R_#	c_o_r_ps	480,34	250,15
celui	s°l8i	celui	PRO:dem	PRO:dem	m	s		s_°|l_8_i	c_e|l_u_i	319,19	250,13
autres	otR	autres	PRO:ind	ADJ,NOM,ADJ:num,ADV,PRO:ind		p		o_t_R_#	au_t_r_es	375,14	249,7
madame	madam	madame	NOM	NOM	f			m_a|d_a_m_#	m_a|d_a_m_e	198,72	249,32
parlé	paRle	parler	VER	VER,ADJ	m	s	par:pas;par:pas;par:pas;par:pas;	p_a_R|l_e	p_a_r|l_é	118,04	248,94
loin	lw5	loin	ADV	ADV				l_w5	l_oin	452,36	248,34
pourrais	puRE	pouvoir	VER	VER			cnd:pre:1s;cnd:pre:2s;	p_u|R_E	p_ou|rr_ais	64,93	247,9
prie	pRi	prier	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	p_R_i_#	p_r_i_e	44,19	247,29
chaque	Sak	chaque	ADJ:ind	ADJ:ind		s		S_a_k_#	ch_a_qu_e	486,35	246,29
venu	v°ny	venir	VER	VER,ADJ	m	s	par:pas;	v_°|n_y	v_e|n_u	135,14	244,7
train	tR5	train	NOM	NOM	m	s		t_R_5	t_r_ain	271,28	244,4
leurs	l9R	leurs	ADJ:pos	ADJ:pos,PRO:pos				l_9_R_#	l_eu_r_s	886,55	243,56
laisser	lese	laisser	VER	VER			inf;;inf;;inf;;inf;;inf;;inf;;	l_e|s_e	l_ai|ss_er	192,03	243,13
femmes	fam	femme	NOM	NOM	f	p		f_a_m_#	f_e_mm_es	315,54	242,75
sens	s@	sentir	VER	VER,NOM			imp:pre:2s;ind:pre:1s;ind:pre:2s;	s_@_#	s_en_s	82,91	240,85
avons	av§	avoir	VER	AUX,VER			ind:pre:1p;	a|v_§	a|v_ons	68,85	237,78
car	kaR	car	CON	CON,NOM				k_a_R	c_a_r	469,32	237,2
savais	savE	savoir	VER	VER			ind:imp:1s;ind:imp:2s;	s_a|v_E	s_a|v_ais	132,09	236,66
devrais	d°vRE	devoir	VER	VER			cnd:pre:1s;cnd:pre:2s;	d_°|v_R_E	d_e|v_r_ais	36,49	235,63
jeune	Z9n	jeune	ADJ	ADJ,NOM		s		Z_9_n_#	j_eu_n_e	432,64	234,9
ok	oke	ok	ADJ	ADJ,ADV				o|k	o|k	1,15	234,89
mourir	muRiR	mourir	VER	VER			inf;;	m_u|R_i_R	m_ou|r_i_r	130,61	234,74
donné	done	donner	VER	VER,ADJ,NOM	m	s	par:pas;par:pas;par:pas;par:pas;	d_o|n_e	d_o|nn_é	148,65	234,66
donner	done	donner	VER	NOM,VER			inf;;inf;;inf;;inf;;inf;;inf;;inf;;	d_o|n_e	d_o|nn_er	216,55	233,3
attendez	at@de	attendre	VER	VER			imp:pre:2p;ind:pre:2p;	a|t_@|d_e	a|tt_en|d_ez	19,86	230,66
excusez	Ekskyze	excuser	VER	VER			imp:pre:2p;ind:pre:2p;	E|ks_k_y|z_e	e|x_c_u|s_ez	16,08	230,25
mis	mi	mettre	VER	VER,ADJ	m		ind:pas:1s;ind:pas:2s;par:pas;par:pas;par:pas;par:pas;	m_i	m_is	245,68	228,57
vers	vER	vers	PRE	NOM,PRE				v_E_R_#	v_e_r_s	956,15	227,77
aimerais	Em°RE	aimer	VER	VER			cnd:pre:1s;cnd:pre:2s;	E|m_°|R_E	ai|m_e|r_ais	36,01	227,66
jouer	Zwe	jouer	VER	VER			inf;;	Z_w_e	j_ou_er	121,82	225,84
coeur	k9R	coeur	NOM	NOM	m	s		k_9_R	c_oeu_r	380,07	224,98
dernière	dERnjER	dernier	ADJ	ADJ,NOM	f	s		d_E_R|n_j_E_R_#	d_e_r|n_i_è_r_e	145,27	224,41
avant	av@	avant	ADV	ADJ,ADV,NOM,PRE				a|v_@	a|v_ant	117,7	224,38
hier	jER	hier	ADV	ADV				#_j_E_R	h_i_e_r	92,64	223,77
docteur	dOkt9R	docteur	NOM	NOM	m	s		d_O_k|t_9_R	d_o_c|t_eu_r	83,11	223,48
merde	mERd	merde	ONO	NOM,ONO,VER				m_E_R_d_#	m_e_r_d_e	33,85	221,46
genre	Z@R	genre	NOM	NOM	m	s		Z_@_R_#	g_en_r_e	155,2	219,66
dont	d§	dont	PRO:rel	PRO:int,PRO:rel				d_§_#	d_on_t	926,42	219,21
vivre	vivR	vivre	VER	NOM,VER			ind:imp:3s;inf;	v_i_v_R_#	v_i_v_r_e	186,82	218,52
perdu	pERdy	perdre	VER	VER,ADJ,NOM	m	s	par:pas;	p_E_R|d_y	p_e_r|d_u	115,07	217,23
feu	f2	feu	NOM	ADJ,NOM	m	s		f_2	f_eu	199,39	215,87
écoute	ekut	écouter	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	e|k_u_t_#	é|c_ou_t_e	83,58	214,67
filles	fij	fille	NOM	NOM	f	p		f_i_j_#	f_i_ll_es	175,2	213,97
cause	koz	cause	NOM	NOM,VER	f	s		k_o_z_#	c_au_s_e	188,04	213,51
tiens	tj5	tiens	ONO	VER,NOM,ADJ:pos,ONO,PRO:pos				t_j_5_#	t_i_en_s	81,89	212,99
mains	m5	main	NOM	NOM	f	p		m_5_#	m_ain_s	440,68	212,97
demandé	d°m@de	demander	VER	VER	m	s	par:pas;par:pas;par:pas;	d_°|m_@|d_e	d_e|m_an|d_é	128,92	212,89
guerre	gER	guerre	NOM	NOM	f	s		g_E_R_#	gu_e_rr_e	338,65	212,82
façon	fas§	façon	NOM	NOM	f	s		f_a|s_§	f_a|ç_on	259,26	212,6
envie	@vi	envie	NOM	NOM,VER	f	s		@|v_i_#	en|v_i_e	252,09	210,62
plutôt	plyto	plutôt	ADV	ADV				p_l_y|t_o_#	p_l_u|t_ô_t	280,74	210,4
une	yn	une	PRO:ind	ADJ:num,ART:ind,NOM,PRO:ind	f	s		y_n_#	u_n_e	199,93	210,01
espère	EspER	espérer	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	E_s|p_E_R_#	e_s|p_è_r_e	43,85	209,19
pardon	paRd§	pardon	ONO	NOM,ONO				p_a_R|d_§	p_a_r|d_on	18,04	209,13
devrait	d°vRE	devoir	VER	VER			cnd:pre:3s;	d_°|v_R_E	d_e|v_r_ait	51,49	208,85
devant	d°v@	devant	PRE	ADV,NOM,PRE,VER				d_°|v_@	d_e|v_ant	690,34	208,19
ainsi	5si	ainsi	ADV	ADV				5|s_i	ain|s_i	469,46	207,68
manger	m@Ze	manger	VER	NOM,VER			inf;;	m_@|Z_e	m_an|g_er	134,26	207,63
affaire	afER	affaire	NOM	NOM,VER	f	s		a|f_E_R_#	a|ff_ai_r_e	150,54	207,5
fin	f5	fin	NOM	ADJ,ADV,NOM		s		f_5	f_in	303,31	207,34
aucune	okyn	aucune	ADJ:ind	ADJ:ind,PRO:ind	f	s		o|k_y_n_#	au|c_u_n_e	174,73	207
merde	mERd	merde	NOM	NOM,ONO,VER	f	s		m_E_R_d_#	m_e_r_d_e	61,28	206,68
sois	swa	être	VER	AUX,VER			imp:pre:2s;sub:pre:1s;sub:pre:2s;	s_wa_#	s_oi_s	39,8	205,19
reste	REst	reste	NOM	NOM,VER	m	s		R_E_s_t_#	r_e_s_t_e	152,91	203,1
salut	saly	salut	ONO	NOM,ONO				s_a|l_y_#	s_a|l_u_t	6,55	203,1
arrivé	aRive	arriver	VER	VER,ADJ,NOM	m	s	par:pas;par:pas;par:pas;	a|R_i|v_e	a|rr_i|v_é	97,91	203,06
pays	pei	pays	NOM	NOM	m			p_e|i_#	p_a|y_s	241,55	202,57
ceux	s2	ceux	PRO:dem	PRO:dem	m	p		s_2_#	c_eu_x	309,86	202,02
pensais	p@sE	penser	VER	VER			ind:imp:1s;ind:imp:2s;	p_@|s_E	p_en|s_ais	69,66	199,51
boulot	bulo	boulot	NOM	ADJ,NOM	m	s		b_u|l_o_#	b_ou|l_o_t	32,57	198,68
souviens	suvj5	souvenir	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:2s;	s_u|v_j_5_#	s_ou|v_i_en_s	72,84	198,3
grande	gR@d	grand	ADJ	ADJ,NOM	f	s		g_R_@_d_#	g_r_an_d_e	378,65	198,25
compris	k§pRi	comprendre	VER	VER,ADJ	m		ind:pas:1s;ind:pas:2s;par:pas;par:pas;par:pas;	k_§|p_R_i	c_om|p_r_is	136,62	198,16
minutes	minyt	minute	NOM	NOM,VER	f	p		m_i|n_y_t_#	m_i|n_u_t_es	140,68	197,45
première	pR2mjER	premier	ADJ	ADJ,NOM	f	s		p_R_2|m_j_E_R_#	p_r_e|m_i_è_r_e	296,76	197,34
étaient	etE	être	VER	AUX,VER			ind:imp:3p;ind:pre:3p;sub:pre:3p;	e|t_E	é|t_aient	534,19	197,09
école	ekOl	école	NOM	NOM	f	s		e|k_O_l_#	é|c_o_l_e	128,51	197,04
endroit	@dRwa	endroit	NOM	NOM	m	s		@|d_R_wa_#	en|d_r_oi_t	108,65	196,75
film	film	film	NOM	NOM	m	s		f_i_l_m	f_i_l_m	49,53	195,1
voudrais	vudRE	vouloir	VER	VER			cnd:pre:1s;cnd:pre:2s;	v_u|d_R_E	v_ou|d_r_ais	92,09	194,56
possible	posibl	possible	ADJ	ADJ,NOM		s		p_o|s_i_b_l_#	p_o|ss_i_b_l_e	197,16	193,91
après	apRE	après	ADV	ADV,PRE				a|p_R_E_#	a|p_r_è_s	137,23	193,68
font	f§	faire	VER	VER			ind:pre:3p;	f_§	f_ont	153,92	193,61
désolé	dezole	désolé	ADJ	VER,ADJ	m	s		d_e|z_o|l_e	d_é|s_o|l_é	6,49	193,51
peine	pEn	peine	NOM	NOM,VER	f	s		p_E_n_#	p_ei_n_e	388,24	193,42
croire	kRwaR	croire	VER	VER			inf;;inf;;inf;;	k_R_wa_R_#	c_r_oi_r_e	167,91	193,37
désolé	dezole	désoler	VER	VER,ADJ	m	s	par:pas;	d_e|z_o|l_e	d_é|s_o|l_é	6,22	193,29
appeler	ap°le	appeler	VER	VER			inf;;inf;;inf;;inf;;	a|p_°|l_e	a|pp_e|l_er	63,92	192,69
voulait	vulE	vouloir	VER	VER			ind:imp:3s;	v_u|l_E	v_ou|l_ait	225,34	192,15
voyez	vwaje	voir	VER	VER			imp:pre:2p;ind:pre:2p;	v_wa_j|e	v_o_y|ez	83,65	191,63
personne	pERsOn	personne	NOM	ADJ,NOM,PRO:ind	f	s		p_E_R|s_O_n_#	p_e_r|s_o_nn_e	145,95	190,95
dirait	diRE	dire	VER	VER			cnd:pre:3s;	d_i|R_E	d_i|r_ait	85,88	190,63
vérité	veRite	vérité	NOM	NOM	f	s		v_e|R_i|t_e	v_é|r_i|t_é	133,38	190,21
chef	SEf	chef	NOM	NOM		s		S_E_f	ch_e_f	172,57	189,79
demander	d°m@de	demander	VER	VER			inf;;inf;;inf;;inf;;inf;;	d_°|m_@|d_e	d_e|m_an|d_er	144,66	188,86
garçon	gaRs§	garçon	NOM	NOM	m	s		g_a_R|s_§	g_a_r|ç_on	186,96	188,41
suffit	syfi	suffire	VER	VER			ind:pre:3s;ind:pas:3s;	s_y|f_i	s_u|ff_it	59,66	188,1
aura	oRa	avoir	VER	NOM,AUX,VER			ind:fut:3s;	o|R_a	au|r_a	75,14	187,56
penses	p@s	penser	VER	VER			ind:pre:2s;sub:pre:2s;	p_@_s_#	p_en_s_es	38,24	186,9
point	pw5	point	NOM	VER,ADV,NOM	m	s		p_w5_#	p_oin_t	272,57	186,7
années	ane	année	NOM	NOM	f	p		a|n_e_#	a|nn_é_es	246,55	186,61
affaires	afER	affaire	NOM	NOM,VER	f	p		a|f_E_R_#	a|ff_ai_r_es	102,84	186,32
semaine	s°mEn	semaine	NOM	NOM	f	s		s_°|m_E_n_#	s_e|m_ai_n_e	111,89	186,01
étais	etE	être	AUX	NOM,AUX,VER			ind:imp:2s;	e|t_E_#	é|t_ai_s	224,66	184,97
bientôt	bj5to	bientôt	ADV	ADV				b_j_5|t_o_#	b_i_en|t_ô_t	169,59	184,96
tellement	tEl°m@	tellement	ADV	ADV				t_E|l_°|m_@	t_e|ll_e|m_ent	168,51	183,7
arriver	aRive	arriver	VER	VER			inf;;inf;;inf;;	a|R_i|v_e	a|rr_i|v_er	95	182,88
instant	5st@	instant	NOM	ADJ,NOM	m	s		5_s|t_@	in_s|t_ant	285,88	182,14
voit	vwa	voir	VER	VER			ind:pre:3s;	v_wa_#	v_oi_t	158,78	181,98
presque	pREsk	presque	ADV	ADV				p_R_E_s_k_#	p_r_e_s_qu_e	465,54	181,81
fou	fu	fou	ADJ	ADJ,NOM	m	s		f_u	f_ou	82,03	181,51
gros	gRo	gros	ADJ	ADJ,ADV,NOM	m			g_R_o_#	g_r_o_s	216,01	180,91
dehors	d2OR	dehors	ADV	ADV,NOM,ONO				d_2_#|O_R_#	d_e_h|o_r_s	109,05	180,79
tomber	t§be	tomber	VER	VER			inf;	t_§|b_e	t_om|b_er	133,18	180,25
vieux	vj2	vieux	ADJ	ADJ,NOM	m			v_j_2_#	v_i_eu_x	273,31	180,08
prend	pR@	prendre	VER	VER			ind:pre:3s;	p_R_@_#	p_r_en_d	129,05	179,02
arrêter	aRete	arrêter	VER	VER			inf;;inf;;inf;;inf;;	a|R_e|t_e	a|rr_ê|t_er	80,61	178,62
partie	paRti	partie	NOM	NOM,VER	f	s		p_a_R|t_i_#	p_a_r|t_i_e	187,97	177,81
attendre	at@dR	attendre	VER	VER			inf;;inf;;inf;;	a|t_@_d_R_#	a|tt_en_d_r_e	143,45	177,44
plaisir	pleziR	plaisir	NOM	NOM	m	s		p_l_e|z_i_R	p_l_ai|s_i_r	208,78	177,4
parents	paR@	parent	NOM	ADJ,NOM	m	p		p_a|R_@_#	p_a|r_en_ts	138,72	177,04
lit	li	lit	NOM	VER,NOM	m	s		l_i	l_it	315,74	176,1
aucun	ok1	aucun	ADJ:ind	ADJ:ind,PRO:ind	m	s		o|k_1	au|c_un	180,95	175,78
droit	dRwa	droit	NOM	ADJ,ADV,NOM	m	s		d_R_wa_#	d_r_oi_t	138,72	175,6
tour	tuR	tour	NOM	NOM		s		t_u_R	t_ou_r	280,27	175,56
d'abord	dabOR	d'abord	ADV	ADV				d_#_a|b_O_R_#	d_'_a|b_o_r_d	169,32	175,45
prenez	pR°ne	prendre	VER	VER			imp:pre:2p;ind:pre:2p;	p_R_°|n_e	p_r_e|n_ez	25,47	175,12
mot	mo	mot	NOM	NOM	m	s		m_o_#	m_o_t	260,47	174,83
arrêtez	aREte	arrêter	VER	VER			imp:pre:2p;ind:pre:2p;	a|R_E|t_e	a|rr_ê|t_ez	6,69	174,12
attend	at@	attendre	VER	VER			ind:pre:3s;	a|t_@_#	a|tt_en_d	74,46	173,86
bébé	bebe	bébé	NOM	NOM	m	s		b_e|b_e	b_é|b_é	36,22	173,82
en	@	en	ADV	ADV,PRE,PRO:per				@	en	212,09	172,75
fort	fOR	fort	ADV	ADJ,ADV,NOM				f_O_R_#	f_o_r_t	212,77	171,91
qui	ki	qui	PRO:int	PRO:int,PRO:rel				k_i	qu_i	25,34	171,54
aide	Ed	aide	NOM	NOM,VER		s		E_d_#	ai_d_e	52,3	171,41
fera	f°Ra	faire	VER	VER			ind:fut:3s;	f_°|R_a	f_e|r_a	59,66	170,7
aimes	Em	aimer	VER	VER			ind:pre:2s;sub:pre:2s;	E_m_#	ai_m_es	25,61	170,38
nouveau	nuvo	nouveau	ADJ	ADJ,NOM	m	s		n_u|v_o	n_ou|v_eau	138,31	170,28
prêt	pRE	prêt	ADJ	ADJ,NOM	m	s		p_R_E	p_r_êt	60,41	170,23
musique	myzik	musique	NOM	NOM,VER	f	s		m_y|z_i_k_#	m_u|s_i_qu_e	109,8	168,89
important	5pORt@	important	ADJ	ADJ,NOM,VER	m	s		5|p_O_R|t_@	im|p_o_r|t_ant	49,66	168,62
essaie	EsE	essayer	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	E|s_E_#	e|ss_ai_e	39,59	168,04
